name,year,selling_price,km_driven
Hyundai Verna 1.6 VTVT,2013,370000,60000
Hyundai EON D Lite Plus,2012,160000,70000
Tata Sumo Victa EX 7/9 Str BSII,2009,130000,120000
Chevrolet Sail Hatchback 1.2 LS,2016,250000,30000
Tata New Safari DICOR 2.2 GX 4x2 BS IV,2012,270000,80000
BMW X1 sDrive 20d xLine,2019,2600000,9500
Hyundai EON Era Plus,2013,160000,80000
Hyundai EON Magna Plus,2016,229999,80000
Mahindra Bolero Power Plus ZLX,2017,750000,29000
Chevrolet Optra Magnum 2.0 LS,2011,195000,120000
Toyota Etios Cross 1.2L G,2015,320000,60000
Mahindra Scorpio S7 140 BSIV,2018,1100000,20000
Datsun RediGO S,2016,270000,22000
Skoda Fabia 1.2 MPI Ambition Plus,2012,300000,50000
Chevrolet Beat Diesel LT,2012,200000,50000
Maruti Zen Estilo 1.1 LXI BSIII,2007,120000,81366
Maruti Esteem Vxi - BSIII,2006,95000,110000
Volkswagen Polo Petrol Comfortline 1.2L,2013,400000,100000
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2006,229999,300000
Mahindra KUV 100 mFALCON D75 K6,2016,430000,20000
Renault Fluence 1.5,2012,300000,90000
Fiat Linea Dynamic,2013,350000,70000
Renault Duster 110PS Diesel RxZ,2013,450000,120000
Renault KWID RXT,2016,200000,53000
Maruti Alto 800 LXI,2017,250000,30000
Maruti Swift Dzire 1.2 Vxi BSIV,2012,368000,90000
Maruti Swift Dzire 1.2 Vxi BSIV,2012,368000,90000
Toyota Innova 2.5 GX (Diesel) 7 Seater,2014,650000,244000
Mahindra Jeep CL 500 MDI,1997,150000,120000
Maruti Wagon R LXI DUO BS IV,2012,180000,60000
Hyundai Grand i10 1.2 Kappa Sportz Option,2017,525000,15000
Ford Endeavour 4x4 XLT,2005,350000,150000
Mahindra TUV 300 Plus P4,2018,850000,30000
Volkswagen Jetta 2.0 TDI Comfortline,2011,350000,312000
Maruti Esteem Lxi - BSIII,2007,75000,54000
Maruti Swift 1.3 VXi,2005,160000,67000
Maruti Swift LDI Optional,2017,500000,40000
Hyundai Santro Xing GLS,2008,130000,100000
Tata Zest Quadrajet 1.3 75PS XE,2015,350000,100000
Maruti Wagon R LXI,2005,70000,80000
Toyota Innova 2.5 G (Diesel) 7 Seater,2014,750000,145000
Honda Amaze VX i-DTEC,2013,450000,53000
Maruti Swift Dzire LDI,2015,430000,73000
Maruti SX4 VDI,2011,260000,90000
Maruti Swift VDI,2013,370000,80000
Chevrolet Aveo 1.4 CNG,2011,229999,100000
Ford Figo Diesel EXI,2011,140000,90000
Toyota Innova 2.5 G (Diesel) 7 Seater,2013,700000,200000
Hyundai Elite i20 Magna Plus BSIV,2020,545000,7300
Datsun RediGO T Option,2017,200000,30000
Tata Safari Storme VX,2015,500000,120000
Maruti Alto LXi,2008,70000,90000
Mahindra Thar 4X4,2013,580000,25000
Maruti Eeco 5 STR With AC Plus HTR CNG,2012,160000,70000
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,450000,6000
Maruti Alto LXi,2010,160000,36000
Maruti Ertiga SHVS ZDI Plus,2016,760000,49000
Hyundai EON Magna Optional,2015,300000,22000
Maruti Omni 5 Str STD LPG,1998,50000,35000
Mahindra Bolero 2011-2019 SLX,2019,800000,24000
Maruti Swift Dzire VDI,2018,680000,20000
Maruti 800 DUO AC LPG,2009,85000,50000
Toyota Innova Crysta 2.4 G MT BSIV,2016,1300000,70000
Maruti Swift VXI BSIV,2016,500000,60000
Audi Q5 2.0 TDI,2015,3500000,35000
Hyundai Accent GLX,2008,145000,60000
Mahindra Quanto C6,2013,300000,60000
Maruti Swift VDI Optional,2017,600000,60000
Maruti Swift Dzire VXI,2015,400000,70000
Hyundai Santro Xing XK eRLX EuroIII,2007,130000,135000
Maruti 800 AC BSII,2001,45000,72539
Maruti Baleno Zeta 1.2,2017,641000,25000
Maruti Swift Dzire VDI,2015,650000,50000
Ford Freestyle Titanium Diesel,2020,784000,101
Ford Figo Titanium,2020,635000,101
Ford Ecosport 1.5 Diesel Titanium,2020,1000000,101
Ford Figo 1.5D Titanium Opt MT,2015,495000,52328
Hyundai Santro Xing GLS,2013,324000,30000
Ford Endeavour 3.2 Titanium AT 4X4,2016,2100000,91505
Maruti Alto 800 LXI,2018,200000,35000
Maruti Swift Dzire VDI,2015,320000,60000
Hyundai EON Magna Optional,2015,300000,20500
Tata Indica Vista Quadrajet LX,2013,180000,200000
Toyota Innova 2.5 V Diesel 8-seater,2008,500000,154000
Toyota Etios VX,2011,305000,120000
Maruti 800 AC,2009,125000,50000
Maruti Swift Dzire ZDI,2015,800000,135000
Mahindra Scorpio SLE BSIV,2009,420000,100000
Maruti Vitara Brezza ZDi Plus,2017,875000,40000
Maruti Swift Dzire ZDI,2014,580000,70000
Maruti Swift Ldi BSIV,2011,350000,133000
Hyundai Accent GLS,2004,120000,110000
Tata Indica Vista TDI LS,2013,150000,180000
Renault Duster 110PS Diesel RxZ,2013,650000,120000
Maruti Alto K10 2010-2014 VXI,2010,225000,80000
Honda Amaze S AT i-Vtech,2014,400000,15000
Hyundai Getz GLS,2005,250000,70000
Hyundai Santro Xing GL Plus,2008,120000,41723
Maruti SX4 Vxi BSIV,2010,250000,70000
Maruti Alto K10 LXI,2012,175000,20000
Renault Duster 85PS Diesel RxL,2013,450000,1000
Maruti Ignis 1.3 Delta,2018,590000,26350
Tata Indigo CS LX (TDI) BS-III,2015,225000,68745
Mahindra XUV500 W6 2WD,2016,900000,47000
Maruti Alto K10 VXI AGS,2017,375000,27289
Hyundai EON Era Plus,2016,320000,24662
Maruti Swift Dzire VDI,2013,525000,37000
Nissan Evalia XV,2014,650000,28245
Hyundai Grand i10 1.2 CRDi Sportz Option,2017,575000,27005
Hyundai i10 Magna,2014,355000,39227
Mahindra KUV 100 D75 K4 Plus 5Str,2016,470000,31367
Maruti Wagon R LXI,2008,221000,35008
Hyundai Santro Xing GLS,2009,195000,27005
Hyundai Santro Xing XG,2004,90000,100005
Hyundai Verna SX Diesel,2013,580000,45264
Maruti Eeco 7 Seater Standard BSIV,2014,325000,39093
Honda City Corporate Edition,2013,495000,45241
Hyundai EON Era,2014,290000,12000
Datsun RediGO 1.0 T Option,2018,375000,2769
Tata Indica Vista TDI LS,2011,211000,43128
Hyundai i20 Asta,2010,270000,110000
Maruti Alto LXI,2004,70000,50000
Hyundai i10 Magna 1.2,2010,225000,60000
Mahindra Scorpio LX,2014,420000,70000
Chevrolet Sail Hatchback 1.2 LS,2015,280000,22255
Hyundai i20 Sportz 1.2,2013,400000,59213
Mahindra XUV500 W6 2WD,2015,850000,55000
Ford Fiesta Titanium 1.5 TDCi,2011,550000,80000
Ford Fiesta Titanium 1.5 TDCi,2011,550000,80000
Renault Captur 1.5 Diesel RXT Mono,2018,1000000,40000
Mahindra Xylo D2 Maxx,2014,350000,170000
Tata New Safari DICOR 2.2 EX 4x2,2011,350000,170000
Honda Civic 1.8 S MT,2007,170000,70000
Ford Aspire Titanium BSIV,2020,828999,1010
Ford EcoSport 1.5 Ti VCT MT Titanium BE BSIV,2020,1119000,1010
Ford Figo Titanium,2020,746000,1111
Ford Ecosport 1.5 Petrol Trend,2020,1030000,1010
Ford EcoSport 1.5 TDCi Titanium Plus BSIV,2020,1334000,1010
Ford Freestyle Titanium,2020,811999,1010
Ford Ecosport Thunder Edition Diesel,2020,1331000,1010
Ford Freestyle Titanium Plus,2020,852000,1010
Tata Indica DLE,2006,45000,120000
Renault Duster 85PS Diesel RxL Optional,2013,430000,70000
Tata Indigo LX,2011,140000,60000
Mahindra Scorpio S2 9 Seater,2015,830000,70000
Mahindra Scorpio VLS 2.2 mHawk,2009,409999,110000
Maruti Swift VDI,2012,190000,80000
Honda Accord VTi-L (MT),2007,200000,80000
Hyundai Accent GLX,2006,120000,110000
Mahindra Bolero Power Plus Plus AC BSIV PS,2019,850000,50000
Tata Indigo CS LE (TDI) BS-III,2011,95000,115000
Maruti Wagon R LXI BS IV,2013,213000,80000
Volkswagen Ameo 1.5 TDI Highline Plus 16,2018,660000,25000
Nissan Micra XL,2017,415000,48965
Ford Ecosport 1.5 Petrol Titanium Plus,2019,1100000,5166
Mahindra XUV500 W8 4WD,2012,650000,76290
Mahindra XUV500 AT W10 AWD,2016,969999,70000
Mahindra XUV500 W10 2WD,2016,1250000,35000
Maruti Swift Dzire AMT VDI,2017,715000,25000
Maruti Swift Dzire AMT VDI,2017,715000,25000
Maruti Swift VDI,2016,565000,47000
Mahindra Thar 4X4,2013,615000,45766
Tata New Safari 4X4,2007,199000,78771
Maruti Swift Vdi BSIII,2010,325000,79357
Ford Figo Diesel EXI,2012,409999,28000
Hyundai Verna SX CRDi AT,2012,500000,72000
Ford Figo Diesel LXI,2011,225000,76736
Maruti Alto LX BSIII,2007,135000,70000
Renault Koleos 2.0 Diesel,2012,750000,80000
Maruti Wagon R LXI DUO BSIII,2009,155000,60000
Volkswagen Polo Diesel Highline 1.2L,2012,335000,77000
Ford Ikon 1.8 D,2005,114999,92645
Mercedes-Benz New C-Class 200 CDI Classic,2007,699000,101849
Mahindra Bolero DI,2004,110000,120000
Hyundai i20 Asta 1.2,2012,300000,80000
Mahindra Scorpio S4 4WD,2014,700000,70000
Maruti Ertiga SHVS LDI Option,2017,700000,120000
Maruti Alto 800 LXI,2013,210000,42000
Maruti Ertiga VDI,2012,600000,120000
Tata Manza Aura (ABS) Quadrajet BS IV,2012,180000,155836
Maruti Wagon R VXi BSII,2011,220000,59000
Chevrolet Spark 1.0 LT,2009,70000,60000
Hyundai Creta 1.4 CRDi Base,2018,950000,70000
Ford Fiesta 1.5 TDCi Ambiente,2014,800000,20000
Mahindra XUV500 W8 4WD,2012,700000,120000
Renault KWID 1.0,2016,265000,40000
Volkswagen Polo Diesel Trendline 1.2L,2011,175000,90000
Mahindra Quanto C6,2012,260000,89000
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,950000,80000
Maruti Swift Vdi BSIII,2009,250000,200000
Mahindra Scorpio S10 7 Seater,2015,630000,50000
Tata Nano LX SE,2012,35000,35000
Renault Duster 85PS Diesel RxL,2013,450000,1000
Mercedes-Benz C-Class Progressive C 220d,2018,3800000,10000
Audi A4 3.0 TDI Quattro,2013,1580000,86000
BMW X5 xDrive 30d xLine,2019,4950000,30000
Hyundai Creta 1.6 CRDi SX,2016,535000,52600
Maruti SX4 Vxi BSIV,2012,225000,110000
Hyundai Grand i10 1.2 Kappa Magna AT,2017,550000,19890
Maruti Swift ZXI BSIV,2016,670000,7104
Maruti Ertiga VXI,2015,625000,11918
Hyundai Grand i10 Magna AT,2017,520000,10510
Chevrolet Beat LT Option,2016,239000,41000
Toyota Fortuner 4x2 AT,2017,2600000,47162
Maruti S-Cross Zeta DDiS 200 SH,2015,750000,45974
Hyundai i10 Magna,2012,229999,49824
Audi A6 2.0 TDI Premium Plus,2013,1300000,58500
Hyundai Santro GS,2005,80000,56580
Skoda Laura Ambiente 2.0 TDI CR MT,2012,385000,52000
Hyundai Verna 1.6 VTVT SX,2015,760000,55340
Maruti Swift Dzire VDI,2017,600000,46507
Chevrolet Enjoy TCDi LS 8 Seater,2014,330000,200000
Maruti Alto LXi,2009,150000,120000
Tata Indigo LS,2008,105000,90000
Tata Indica Vista TDI LX,2013,185000,65000
Fiat Grande Punto EVO 1.3 Active,2014,260000,50000
Maruti Swift Dzire VDi,2012,450000,33000
Maruti Swift VXI Deca,2016,500000,38000
Maruti Alto K10 2010-2014 VXI,2012,260000,40000
Volkswagen Polo Diesel Trendline 1.2L,2012,265000,55000
Mahindra Thar CRDe,2017,800000,26000
Tata Safari Storme VX Varicor 400,2016,869999,80000
Maruti Baleno Alpha 1.2,2018,690000,40000
Mitsubishi Pajero 2.8 SFX BSIV Dual Tone,2011,825000,120000
Maruti Alto LX BSIII,2006,160000,63230
Mahindra Scorpio 2.6 SLX CRDe,2006,300000,120000
Maruti Wagon R VXI,2005,100000,100000
Hyundai i20 Asta 1.4 CRDi,2015,530000,77000
Maruti Swift VXI Optional,2016,360000,30000
Maruti Swift 1.2 DLX,2015,220000,40000
Maruti Alto 800 LXI,2017,178000,35000
Mahindra Thar DI 4X2,2018,515000,5000
Maruti Ritz VXi,2014,300000,35000
Tata Indigo LS,2008,105000,90000
Tata Indica Vista TDI LX,2013,185000,65000
Tata Indica Vista Quadrajet LS,2012,150000,80000
Fiat Grande Punto EVO 1.3 Active,2014,260000,50000
Maruti Swift Dzire VDi,2012,450000,33000
Maruti Swift VXI Deca,2016,500000,38000
Maruti Alto K10 2010-2014 VXI,2012,260000,40000
Volkswagen Polo Diesel Trendline 1.2L,2012,265000,55000
Tata Nexon 1.2 Revotron XZ Plus Dual Tone,2017,750000,15000
Mahindra Thar CRDe,2017,800000,26000
Tata Safari Storme VX Varicor 400,2016,869999,80000
Toyota Innova 2.5 G1 BSIV,2012,950000,80000
Maruti Baleno Alpha 1.2,2018,690000,40000
Mitsubishi Pajero 2.8 SFX BSIV Dual Tone,2011,825000,120000
Maruti 800 Std,2013,170000,70000
Maruti Alto LX BSIII,2006,160000,63230
Mahindra Scorpio 2.6 SLX CRDe,2006,300000,120000
Datsun GO Plus A,2015,315000,45000
Maruti 800 Std BSII,2006,90000,40000
Maruti Wagon R VXI,2005,100000,100000
Tata Indica GLS BS IV,2008,65000,110000
Hyundai Verna 1.6 CRDI,2012,312000,90000
Maruti Vitara Brezza LDi,2018,700000,25000
Hyundai Santro Xing XL eRLX Euro III,2005,150000,47000
Renault Fluence 1.5,2013,450000,60000
Hyundai Verna Transform CRDi VGT ABS,2010,229999,120000
Maruti Swift Ldi BSIII,2008,111000,120000
Maruti Swift Dzire VDi,2012,250000,140000
Ford Freestyle Titanium Plus Diesel,2019,750000,1001
Ford Figo 1.5P Titanium AT,2017,774000,1758
Ford Figo 1.5P Titanium AT,2018,711000,1452
Ford Figo 1.5D Titanium MT,2017,600000,35122
Maruti Swift Dzire VDI,2015,455000,92621
Datsun GO T Petrol,2015,225000,92198
Maruti Swift Dzire VDI,2019,650000,5000
Chevrolet Beat LT,2013,200000,50000
Hyundai Creta 1.6 CRDi AT SX Plus,2016,875000,74000
Skoda Rapid 1.5 TDI AT Ambition BSIV,2017,750000,40000
Maruti Swift Dzire AMT VDI,2019,725000,22000
Maruti Alto LXi,2007,100000,100000
Tata Hexa XT,2019,1100000,40000
Ford Endeavour 3.2 Titanium AT 4X4,2017,2700000,30000
Renault KWID RXT Optional,2016,280000,23000
Tata Indica Vista Aqua TDI BSIII,2009,150000,30000
Tata Manza Aura Safire,2010,200000,50000
Maruti Ritz VDi,2010,148000,100000
Maruti Swift Dzire VXi,2011,254999,70000
Maruti Swift Dzire ZXI,2013,360000,60000
Maruti Alto LX,2006,95000,90000
Mahindra Bolero SLE BSIII,2007,185000,230000
Tata Indica Vista Quadrajet VX,2012,185000,40000
Renault KWID RXL,2019,300000,15000
Hyundai Verna VTVT 1.6 SX,2018,800000,40000
Maruti Zen LX,2000,60000,50000
Fiat Punto 1.2 Active,2010,80000,50000
Hyundai Xcent 1.2 VTVT S,2018,500000,8000
Hyundai EON Era Plus,2013,250000,35000
Tata New Safari DICOR 2.2 EX 4x2,2010,250000,80000
Maruti Wagon R LXI BSIII,2005,125000,50000
Maruti Alto LXi BSII,2002,100000,80000
Mahindra Scorpio M2DI,2010,480000,90000
Mahindra KUV 100 G80 K2,2018,320000,30000
Maruti A-Star Vxi,2010,130000,70000
Tata Indica DLS,2006,57000,80000
Hyundai Santro GLS I - Euro I,2005,75000,60000
Maruti 800 DX,2003,60000,35000
Maruti Alto LXi BSIII,2008,125000,70000
Honda City 1.5 EXI S,2004,105000,100000
Maruti Wagon R LXI DUO BSIII,2008,125000,152000
Maruti Zen LXI,1998,69000,70000
Tata Indigo LX,2012,130000,90000
Maruti Baleno Zeta 1.2,2019,630000,40000
Honda Amaze E i-VTEC,2016,330000,50000
Maruti Wagon R VXI BS IV,2014,340000,15000
Hyundai Santro Xing XG eRLX Euro III,2006,60000,120000
Tata Safari Storme EX,2014,550000,78322
Maruti Ertiga VDI,2014,480000,110000
Hyundai Verna 1.6 SX CRDi (O),2013,315000,80000
Ford Fiesta Titanium 1.5 TDCi,2012,165000,120000
Chevrolet Beat LS,2016,170000,125000
Maruti Baleno Delta 1.2,2018,550000,8000
Volkswagen Ameo 1.2 MPI Trendline,2018,465000,13000
Tata Indica Vista Quadrajet LX,2012,120000,80000
Hyundai Verna 1.6 Xi ABS,2008,220000,54309
Ford Figo Diesel LXI,2011,180000,70000
Chevrolet Aveo 1.6 LT,2006,150000,34600
Tata Zest Revotron 1.2T XMS,2016,520000,25000
Tata Safari Storme EX,2013,430000,80000
Mahindra Bolero DI DX 8 Seater,2009,300000,55000
Hyundai Venue SX Opt Diesel,2020,1000000,5000
Honda WR-V i-DTEC VX,2017,725000,30000
Hyundai Verna 1.4 EX,2011,500000,31000
Maruti Wagon R LXI BS IV,2011,250000,50000
Maruti Swift Dzire VDI,2018,700000,38217
Ford Figo Petrol ZXI,2011,185000,50000
Maruti Ritz VDi,2011,200000,120000
Mahindra Bolero DI,2004,315000,110000
Tata Hexa XT,2019,1100000,40000
Hyundai Santro LP zipPlus,2001,52000,50000
Hyundai i20 Active 1.2 S,2017,600000,10000
Tata Harrier XZ BSIV,2019,1700000,10000
Nissan Terrano XL Plus 85 PS,2015,451000,100000
Mahindra KUV 100 mFALCON G80 K8 5str,2016,370000,60000
Ford Endeavour 3.2 Titanium AT 4X4,2017,2700000,30000
Renault KWID RXT Optional,2016,280000,23000
Maruti Wagon R VXI BS IV,2017,350000,30000
Hyundai i10 Sportz,2011,250000,50000
Maruti Alto 800 LXI,2014,204999,25000
Maruti Ignis 1.2 Delta BSIV,2019,500000,15000
Tata Indica Vista Aqua TDI BSIII,2009,150000,30000
Chevrolet Spark 1.0 LS,2010,175000,45000
Chevrolet Spark 1.0 LS,2009,170000,44800
Tata Manza Aura Safire,2010,200000,50000
Hyundai Creta 1.4 E Plus,2018,800000,52000
Tata Hexa XTA,2017,1200000,50000
Toyota Corolla Altis 1.8 J,2008,400000,35000
Maruti Ritz VDi,2010,148000,100000
Tata Manza Club Class Quadrajet90 LS,2014,200000,100000
Maruti Swift Dzire VDI,2016,284000,40000
Maruti Wagon R VXI Minor,2007,80000,60000
Chevrolet Beat PS,2014,170000,77000
Hyundai Accent Executive,2011,150000,60000
Tata Manza Aura (ABS) Safire BS IV,2010,110000,77073
Ford Figo Aspire 1.5 TDCi Titanium,2016,400000,70000
Hyundai i10 Magna LPG,2013,275000,90000
Toyota Innova 2.5 G (Diesel) 7 Seater,2013,800000,186000
Mahindra Scorpio M2DI,2014,550000,90000
Maruti Alto LX BSIII,2007,125000,100000
Chevrolet Beat LT,2010,135000,80000
Mahindra Scorpio LX BSIV,2012,349000,150000
Maruti Swift VDI BSIV,2014,458000,80000
Maruti Alto K10 VXI,2018,300000,35000
Maruti Alto LXi,2008,95000,70000
Maruti S-Cross Zeta DDiS 200 SH,2018,850000,50000
Ford Freestyle Titanium Diesel,2019,750000,25000
Ford Figo Diesel Celebration Edition,2013,190000,120000
Maruti Wagon R LXI Minor,2009,150000,70000
Hyundai Accent GLE,2009,114999,106000
Toyota Innova 2.0 VX 7 Seater,2010,320000,120000
Maruti Alto 800 CNG LXI Optional,2019,300000,120000
Maruti Ritz LXi,2016,275000,160000
Chevrolet Aveo 1.6 LT with ABS,2010,140000,120000
Tata Altroz XZ,2020,830000,10000
Volkswagen Polo SR Petrol 1.2L,2013,380000,50000
Hyundai i10 Magna 1.2,2010,150000,90000
Chevrolet Spark 1.0 LS,2008,50000,70000
Mahindra Bolero SLX,2008,155000,100000
Mahindra Bolero SLX,2008,155000,100000
Skoda Superb 1.8 TFSI MT,2010,300000,80000
Maruti Alto 800 LXI,2018,300000,16584
Tata Tiago 2019-2020 XE Diesel,2016,385000,38000
Maruti Wagon R LXI,2010,221000,51000
Tata Tiago 1.05 Revotorq XE,2016,381000,38000
Maruti Alto 800 LXI,2015,250999,35000
Hyundai Santro LS zipPlus,2002,60000,120000
Tata Tiago 1.05 Revotorq XE,2016,380000,38000
Skoda Laura L n K 1.9 PD,2008,180000,144000
Maruti Ciaz ZDi Plus,2017,751000,64000
Mahindra XUV500 AT W10 FWD,2015,1250000,60000
Hyundai EON 1.0 Era Plus,2014,229999,65000
Tata Safari Storme EX,2019,1250000,24000
Mahindra Scorpio VLX 2WD BSIV,2014,782000,58000
Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,2014,780000,58000
Maruti Alto 800 LXI,2016,245000,68000
Hyundai i20 1.4 CRDi Sportz,2011,321000,81257
Hyundai Grand i10 1.2 CRDi Sportz Option,2017,509999,44000
Tata Nano CX SE,2015,110000,45000
Volkswagen Polo Diesel Highline 1.2L,2013,400000,75000
Maruti Swift VXI,2013,370000,90000
Hyundai Verna CRDi ABS,2007,175000,80000
Mercedes-Benz E-Class 230,1998,1000000,35000
Maruti Alto 800 LXI,2013,92800,25000
Tata Xenon XT EX 4X2,2014,291000,90000
Maruti Alto 800 LXI,2013,92800,25000
Hyundai Verna 1.6 SX CRDi (O),2013,335000,110000
Maruti Omni 8 Seater BSIV,2013,170000,35000
Maruti Alto 800 LXI,2019,295000,10000
Renault KWID RXL,2019,375000,10000
Hyundai EON Era Plus,2012,215000,70000
Ford Fiesta 1.4 ZXi TDCi ABS,2009,150000,110000
Maruti Alto LXI,2003,60000,5000
Maruti Alto LX,2006,52000,120000
Maruti Omni LPG CARGO BSIII W IMMOBILISER,2009,80000,90000
Maruti Alto LX,2012,140000,70000
Hyundai Verna i (Petrol),2008,120000,90000
Ford Fiesta Classic 1.4 SXI Duratorq,2006,110000,120000
Tata New Safari Dicor EX 4X2 BS IV,2012,280000,110000
Toyota Etios VD,2016,450000,50000
Mahindra XUV500 W7,2018,1150000,58000
Maruti Baleno Delta 1.3,2018,650000,15000
Tata Zest Revotron 1.2T XE,2015,300000,60000
Tata Nano Twist XT,2015,73000,57000
Maruti Swift VDI BSIV,2015,400000,87000
Renault KWID 1.0 RXT Optional,2017,300000,70000
Maruti Wagon R AX,2012,300000,30000
Maruti Swift Dzire VDI,2012,450000,80000
Hyundai Santro Xing GLS,2009,200000,100000
Maruti Swift VXI,2019,580000,40000
Hyundai Grand i10 1.2 Kappa Asta,2017,550000,3917
Mahindra Scorpio SLX 2.6 Turbo 8 Str,2007,190000,160000
Tata Tiago 1.05 Revotorq XT Option,2017,450000,35000
Chevrolet Spark 1.0 LS,2014,220000,70000
Maruti SX4 ZXI MT BSIV,2012,310000,69069
Hyundai Elite i20 Sportz Plus BSIV,2019,650000,13500
Maruti Wagon R Stingray VXI,2014,300000,59059
Hyundai Accent Executive,2013,200000,70000
Honda Brio S MT,2012,285000,39039
Honda Brio Exclusive Edition,2014,335000,33033
Hyundai Verna Transform SX VTVT,2011,370000,55168
Hyundai i20 1.2 Sportz,2013,375000,41041
Hyundai i10 Magna,2009,235000,67067
Hyundai i10 Sportz 1.2 AT,2013,345000,66066
Mahindra Quanto C8,2013,365000,82082
Hyundai Grand i10 Sportz,2014,400000,48000
Hyundai EON D Lite Plus,2015,250000,30000
Hyundai Verna SX CRDi AT,2012,465000,70070
Renault KWID RXT,2017,300000,10000
Maruti Swift Dzire ZXI 1.2 BS IV,2018,655000,25000
Maruti Wagon R LXI CNG,2016,350000,30000
Hyundai i10 Sportz 1.2 AT,2015,500000,50000
Hyundai Grand i10 AT Asta,2015,465000,63063
Maruti Swift VDi BSIII W/ ABS,2008,263000,70000
Maruti Omni MPI STD BSIV,2012,250000,90000
Hyundai Accent GLE 1,1999,60000,90000
Hyundai Getz GLX,2005,70000,90000
Chevrolet Sail Hatchback 1.2 LS,2016,250000,30000
Hyundai EON Magna Plus,2016,229999,80000
Chevrolet Optra Magnum 2.0 LS,2011,195000,120000
Datsun RediGO S,2016,270000,22000
Honda WR-V i-DTEC VX,2017,650000,140000
Hyundai i20 Asta 1.4 CRDi,2014,370000,80000
Maruti Swift VDI Optional,2016,509999,40000
Maruti Zen Estilo VXI BSIV,2011,280000,33000
Maruti A-Star Vxi,2010,180000,40000
Renault KWID 1.0 RXT Optional,2018,300000,10500
Mahindra Bolero 2011-2019 SLX,2013,400000,107000
Hyundai i10 Sportz 1.2,2010,210000,60000
Hyundai Santro Xing XG eRLX Euro III,2006,90000,120000
Maruti Wagon R LXI BS IV,2010,222000,70000
Maruti Alto 800 LXI,2015,240000,50000
Toyota Etios Liva GD,2013,450000,70000
Ford Ecosport 1.5 Petrol Ambiente,2017,650000,6000
